no,classification,foodname,serving,kcal,car,pro,fat,sugars,salt,cholesterol,sfacid,tfacid
1,곡류 및 그 제품,고량미,100,349,67.8,10.1,3.7,0,0,0,0,0
2,곡류 및 그 제품,유아용과자,30,129.9,20.13,3.54,3.96,0,57.6,0,0,0
3,곡류 및 그 제품,귀리 오트밀 ,100,348,64.9,13.2,8.2,0,4,0,0,0
4,곡류 및 그 제품,귀리(겉귀리),100,332,73.5,11.4,3.7,0,2,0,0,0
5,곡류 및 그 제품,귀리(쌀귀리),100,334,70.4,14.3,3.8,0,3,0,0,0
6,곡류 및 그 제품,기장,100,360,74.6,11.2,1.9,0,6,0,0,0
7,곡류 및 그 제품,냄비우동,100,206,43.9,6,0.7,0,0,0,0,0
8,곡류 및 그 제품,녹두국수 ,100,356,87.5,0.2,0.4,0,14,0,0,0
9,곡류 및 그 제품,엿강정 ,30,135.3,11.73,11.31,4.8,0,1.5,0,0,0
10,곡류 및 그 제품,도토리 국수,100,307,72.2,12.4,0.7,0,517,0,0,0
11,곡류 및 그 제품,들깨 엿강정 ,30,161.4,14.67,3.96,9.66,0,1.2,0,0,0
12,곡류 및 그 제품,땅콩 엿강정 ,30,173.4,10.17,6.42,11.88,0,0.9,0,0,0
13,곡류 및 그 제품,라면,100,101,18.5,2.2,2,0,388,0,0,0
14,곡류 및 그 제품,진라면 매운맛,100,369,78.69,8.59,2.22,0,1338,0,1.44,0
15,곡류 및 그 제품,고기만두,100,208,27.79,9.38,6.58,0.49,261,7.35,2.41,0
16,곡류 및 그 제품,김치만두,100,187,23.82,8.13,6.59,0.67,423,7.68,2.37,0
17,곡류 및 그 제품,건조 메밀국수,100,108,22.65,4.28,0.4,0,35,0,0.12,0
18,곡류 및 그 제품,메밀국수,100,117,25.73,3.54,0.44,0,38,0,0.13,0
19,곡류 및 그 제품,메밀냉면 인스턴트,100,339,73.66,10.74,1.44,0,628,0,0.34,0
20,곡류 및 그 제품,메밀,100,345,67.84,13.64,3.38,0.5,1,0,0.71,0
21,곡류 및 그 제품,쌀과자 ,100,469,78.2,3.2,15.9,0,224,0,0,0
22,곡류 및 그 제품,쌀엿강정 ,100,395,89.96,4.11,2.13,35.58,4,0,1.12,0
23,곡류 및 그 제품,튀김쌀과자 ,30,139.5,21.36,1.71,5.25,0,147,0,0,0
24,곡류 및 그 제품,튀밥 ,100,393,80.7,8.7,3.9,0,74,0,0,0
25,곡류 및 그 제품,가래떡 ,100,213,48.8,3.71,0.37,0.09,261,0,0.16,0
26,곡류 및 그 제품,흑미가래떡 ,100,205,47.8,3.5,0,0,226,0,0,0
27,곡류 및 그 제품,개피떡 ,100,207,45.6,4.3,0.8,0,155,0,0,0
28,곡류 및 그 제품,쑥개피떡 ,100,206,45.2,4.5,0.8,0,157,0,0,0
29,곡류 및 그 제품,꿀떡 ,100,210,46.14,3.09,1.46,7.39,248,0,0.28,0
30,곡류 및 그 제품,무지개떡 ,100,229,53,3.5,0.3,0,277,0,0,0
31,곡류 및 그 제품,백설기 ,100,228,52.5,3.6,0.4,0,289,0,0,0
32,곡류 및 그 제품,검정콩 ,100,200,41.2,6.9,0.8,0,463,0,0,0
33,곡류 및 그 제품,깨 송편,100,224,44.01,5.9,2.74,6.44,173,0,0.52,0
34,곡류 및 그 제품,팥 송편 ,100,200,43.6,5.4,0.4,0,466,0,0,0
35,곡류 및 그 제품,시루떡 ,100,183,38.94,5.83,0.41,0.94,233,0,0.16,0
36,곡류 및 그 제품,쑥설기 ,100,242,55.6,4.3,0.3,0,33,0,0,0
37,곡류 및 그 제품,절편 ,100,215,49.04,3.69,0.49,0.1,220,0,0.19,0
38,곡류 및 그 제품,증편 ,100,198,45.23,2.99,0.57,8.95,289,0,0.15,0
39,곡류 및 그 제품,쌀국수,100,340,72.6,9.1,1.5,0,1964,0,0,0
40,곡류 및 그 제품,누룽지,100,374,86.8,6.8,0.2,0,6,0,0,0
41,곡류 및 그 제품,미음 ,100,21,4.7,0.3,0,0,0,0,0,0
42,곡류 및 그 제품,밥 ,100,145,33.2,3,0.1,0,3,0,0,0
43,곡류 및 그 제품,죽 ,100,68,15.6,1.4,0,0,3,0,0,0
44,곡류 및 그 제품,찐 쌀,100,354,83.7,5.2,0.1,0,29,0,0,0
45,곡류 및 그 제품,현미 미음 ,100,20,4.4,0.4,0.1,0.1,0,0,-0.02,0
46,곡류 및 그 제품,현미 밥 ,100,145,37.3,3.3,0.2,0,2,0,0,0
47,곡류 및 그 제품,현미 죽 ,100,70,15.2,1.2,0.4,0.4,1,0,-0.09,0
48,곡류 및 그 제품,배아미,100,357,75.8,6.5,2,0.6,1,0,0.55,0
49,곡류 및 그 제품,백미,100,345,79.5,6.4,0.4,0,8,0,0,0
50,곡류 및 그 제품,"멥쌀, 현미, 흑미",100,375,74.9,8.8,3.1,0,5,0,0.84,0
51,곡류 및 그 제품,건빵 ,100,419,75.37,9.92,8.67,16.84,457,0,3.68,0
52,곡류 및 그 제품,밤 만주 ,100,330,70.86,6.35,2.39,42.45,158,0,0.86,0
53,곡류 및 그 제품,모나카 ,100,346,82.62,3.35,0.29,36.58,64,0,0.08,0
54,곡류 및 그 제품,비스킷 소프트(설탕 21g) ,100,489,60.34,5.7,24.93,23.46,227,31.02,11.98,0
55,곡류 및 그 제품,비스킷 하드(설탕 17g) ,100,534,62.63,6.68,28.58,9.21,481,1.59,13.97,0
56,곡류 및 그 제품,사과파이,100,471,64.98,5.5,21,22.83,207,0,11.38,0
57,곡류 및 그 제품,센베이 ,100,398,84,7.5,3.5,48.1,130,110,-0.92,0
58,곡류 및 그 제품,김 센베이  ,100,420,82.8,6.7,6.9,0,150,0,0,0
59,곡류 및 그 제품,감자 스넥 ,100,536,60.92,4.95,30.33,0,342,0,8.17,0
60,곡류 및 그 제품,새우 스넥,100,494,66.32,6.04,22.77,4,577,0,6.77,0
61,곡류 및 그 제품,옥수수 스넥 ,100,520,65.73,5.25,26.27,2.01,420,0,7.64,0
62,곡류 및 그 제품,약과 ,100,422,71.7,3.8,13.3,0,34,0,0,0
63,곡류 및 그 제품,와플,100,291,32.9,7.9,14.1,0,511,69,2.87,0
64,곡류 및 그 제품,잼 와플,100,287,57.3,4.8,4.2,36.4,51,59,-1.55,0
65,곡류 및 그 제품,커스터드크림 와플,100,252,38.1,7.3,7.9,15.1,65,170,-2.63,0
66,곡류 및 그 제품,바닐라 웨하스,100,521,65.6,4.1,26.9,0,131,0,0,0
67,곡류 및 그 제품,초코볼 ,100,501,70.2,4.3,22.5,0,54,0,0,0
68,곡류 및 그 제품,초코파이 ,100,428,67.59,4.29,15.57,31.18,224,0,9.51,0
69,곡류 및 그 제품,땅콩버터 쿠키,100,493,67.97,8.36,20.87,22.42,346,6.84,9.97,0
70,곡류 및 그 제품,버터  쿠키,100,512,66.47,6.37,24.52,16.45,226,25.86,13.4,0
71,곡류 및 그 제품,초코칩 쿠키  ,100,494,71.38,5.92,20.55,23.18,312,13.38,11.21,0
72,곡류 및 그 제품,크랙커 ,100,513,58.8,7,27.8,0,634,0,0,0
73,곡류 및 그 제품,땅콩샌드 크랙커,100,524,64.23,7.66,26.24,14.64,195,0,12.99,0
74,곡류 및 그 제품,치즈샌드 크랙커,100,497,68.24,6.08,22.23,14.69,539,0,13.24,0
75,곡류 및 그 제품,피칸파이 ,100,360,43.2,8,17.2,0,90,0,0,0
76,곡류 및 그 제품,국수,100,126,24.87,3.49,0.41,0,115,0,0.12,0
77,곡류 및 그 제품,마카로니,100,129,25.8,3.8,0.2,0,5,0,0,0
78,곡류 및 그 제품,소면,100,128,25.31,3.55,0.48,0,68,0,0.14,0
79,곡류 및 그 제품,스파게티,100,132,26.9,3.8,0,0,7,0,0,0
80,곡류 및 그 제품,우동,100,142,29.12,2.95,0.46,0,78,0,0.13,0
81,곡류 및 그 제품,건면 중국국수,100,148,28.6,5.2,0.6,0.1,200,0,-0.14,0
82,곡류 및 그 제품,생면 중국국수,100,149,29.2,4.9,0.6,0.1,70,0,-0.14,0
83,곡류 및 그 제품,건포도빵,100,269,51.1,8.2,3.5,0,400,0,-1.57,0
84,곡류 및 그 제품,곰보빵 ,100,415,61.44,9.5,14.54,17.01,307,28.75,6.08,0
85,곡류 및 그 제품,꽈배기 ,100,404,47.2,7.9,20.4,0,431,0,0,0
86,곡류 및 그 제품,도우넛,100,426,40.6,7.3,26,0,360,0,0,0
87,곡류 및 그 제품,도우넛 케이크 ,70,262.5,42.21,4.9,8.26,0,112,14,0,0
88,곡류 및 그 제품,팥 도우넛  ,100,347,45.7,6.6,15.3,0,188,0,0,0
89,곡류 및 그 제품,소프트롤 ,100,316,48.6,10.1,9,6.4,490,0,4.02,0
90,곡류 및 그 제품,하드롤 ,100,293,52.7,9.9,4.3,1.77,544,0,0.61,0
91,곡류 및 그 제품,마늘빵 ,100,424,57.5,9.8,17.2,0,558,0,0,0
92,곡류 및 그 제품,머핀,100,296,41.4,6.9,11.4,0,467,39,2.16,0
93,곡류 및 그 제품,잉글리쉬머핀 ,100,235,46,7.7,1.8,0,464,0,0.26,0
94,곡류 및 그 제품,모닝빵 ,100,316,58.99,9.06,4.91,11.33,260,8.77,2.33,0
95,곡류 및 그 제품,모카빵 ,100,354,63.29,8.31,7.53,15.43,316,33.99,3.63,0
96,곡류 및 그 제품,바게트빵 ,100,279,57.5,9.4,1.3,1.8,620,0,-0.29,0
97,곡류 및 그 제품,베이글,100,278,53,10.6,2.1,0,505,24,0.42,0
98,곡류 및 그 제품,식빵 ,100,279,49.68,9.01,4.91,4.12,516,0,2.87,0
99,곡류 및 그 제품,옥수수식빵  ,100,270,50.45,9.44,3.42,5.32,524,0,1.56,0
100,곡류 및 그 제품,우유식빵,100,285,48.7,9.1,6,0,434,0,0,0
101,곡류 및 그 제품,토스트 ,100,266,49.37,9.35,3.5,4.15,456,0,1.49,0
102,곡류 및 그 제품,옥수수빵 ,100,321,49.1,7.4,10.2,0,795,62,2.8,0
103,곡류 및 그 제품,잼빵 ,100,297,54.5,6.6,5.8,35.4,310,0,-2.58,0
104,곡류 및 그 제품,단호박찐빵,100,239,52.4,5.4,0.9,0,280,0,0,0
105,곡류 및 그 제품,채소찐빵,100,231,37.3,8.1,5.5,0,409,0,0,0
106,곡류 및 그 제품,팥찐빵 ,100,213,44.36,5.96,1.29,10.42,158,0,0.58,0
107,곡류 및 그 제품,카스텔라 ,100,299,59.46,6.91,3.72,24.85,81,138.68,1.27,0
108,곡류 및 그 제품,감 카스텔라,70,238,36.96,4.83,7.84,0,11.2,0,0,0
109,곡류 및 그 제품,과일(후르츠) 케이크 ,100,324,61.6,2.9,9.1,27.42,101,5,1.05,0
110,곡류 및 그 제품,롤 케이크 ,100,369,39.24,7.51,20.22,17.41,162,131.05,7.72,0
111,곡류 및 그 제품,배 케이크  ,100,296,43.5,6.2,10.8,0,277,0,0,0
112,곡류 및 그 제품,블루베리 생크림 케이크,100,280,24.39,3.03,18.88,22.87,67,68.1,11.44,0
113,곡류 및 그 제품,쇼튼드 케이크 ,100,327,43.6,7.1,13.8,24.8,79,140,-5.26,0
114,곡류 및 그 제품,스펀지 케이크,100,352,47.2,6.6,15.2,0,172,0,0,0
115,곡류 및 그 제품,엔젤푸드 케이크 ,100,258,57.8,5.9,0.8,0,749,0,0,0
116,곡류 및 그 제품,초콜렛 케이크,100,417,49.31,5.23,22.09,38.19,146,44.44,15.18,0
117,곡류 및 그 제품,치즈 케이크,100,331,28.82,5.87,21.32,17.61,240,156.65,12.33,0
118,곡류 및 그 제품,컵 케이크 ,70,213.5,47.04,3.01,2.59,0,289.1,0,0,0
119,곡류 및 그 제품,파운드 케이크,100,408,49.65,5.66,20.71,17.43,207,89.32,10.73,0
120,곡류 및 그 제품,크로아상 ,100,448,43.9,7.9,26.8,0,470,0,-12.16,0
121,곡류 및 그 제품,버터 크로아상,100,406,45.8,8.2,21,11.26,467,67,11.66,0
122,곡류 및 그 제품,크로켓 ,100,307,29.7,6,18.2,0,346,0,0,0
123,곡류 및 그 제품,채소 크로켓,100,301,31.2,7.1,16.4,0,403,0,0,0
124,곡류 및 그 제품,크림빵 ,100,275,45.5,6,7.7,0,160,0,0,0
125,곡류 및 그 제품,버터 크림빵  ,100,383,46.2,8.2,18.4,0,319,0,0,0
126,곡류 및 그 제품,팥빵 ,100,253,48.51,7.57,3.17,16.37,180,19.01,1.69,0
127,곡류 및 그 제품,패이스트리 ,100,457,46.5,8.6,26.3,0,423,0,0,0
128,곡류 및 그 제품,과일(후르츠) 패이스트리 ,100,371,47.8,5.4,18.5,27.53,445,114,4.86,0
129,곡류 및 그 제품,치즈 패이스트리  ,100,374,37.2,8,21.9,6.95,417,23,6.79,0
130,곡류 및 그 제품,팬케이크 ,100,227,28.3,6.4,9.7,0,439,59,2.12,0
131,곡류 및 그 제품,볶은 보리 ,100,335,74.1,12.7,2.6,0,0,0,0,0
132,곡류 및 그 제품,보리밥,210,294,67.41,6.09,0.63,0,0,0,0,0
133,곡류 및 그 제품,새우볶음밥,100,175,28.2,4.5,4.9,0,349,0,0,0
134,곡류 및 그 제품,햄볶음밥,210,518.7,0,7.14,39.69,0,0,0,0,0
135,곡류 및 그 제품,슈크림 빵,70,170.8,18.48,4.27,2.38,0,114.8,0,0,0
136,곡류 및 그 제품,야채호빵 ,70,175.7,30.52,6.44,3.08,0,252,0,0,0
137,곡류 및 그 제품,달걀 치즈 샌드위치,150,349.5,26.7,16.05,19.95,0,826.5,0,0,0
138,곡류 및 그 제품,닭고기 샌드위치,100,250,20.81,16.28,11.19,3.64,753,35,2.12,0
139,곡류 및 그 제품,참치 샌드위치,100,257,26.69,10.29,12.45,3.53,602,35,1.95,0
140,곡류 및 그 제품,소고기 샌드위치,100,244,22.21,15.17,10.3,3.84,653,30,3.4,0
141,곡류 및 그 제품,햄 치즈 샌드위치,100,218,24.8,7.4,9.9,0,451,0,0,0
142,곡류 및 그 제품,샌드위치,150,181.5,1.8,12.75,3,0,817.5,0,0,0
143,곡류 및 그 제품,수수경단 ,100,218,43.1,8.2,1.4,0,238,0,0,0
144,곡류 및 그 제품,양파 스프,100,12,2.77,0.32,0.01,0.2,346,0,0,0
145,곡류 및 그 제품,콘소메 스프 ,100,11,0.32,2.52,0,0,0,0,0,0
146,곡류 및 그 제품,감자 스프,100,380,73,6,7,0,2550,0,0,0
147,곡류 및 그 제품,쇠고기야채스프,100,355,61,7,9,0,2900,0,0,0
148,곡류 및 그 제품,야채스프,100,350,61,6,9,0,2900,0,0,0
149,곡류 및 그 제품,양송이스프,100,360,59,6,11,0,2500,0,0,0
150,곡류 및 그 제품,옥수수스프,100,360,63,5,10,0,2600,0,0,0
151,곡류 및 그 제품,크림스프,100,355,64,5,9,0,2300,0,0,0
152,곡류 및 그 제품,호박스프,100,395,74,5,9,0,2750,0,0,0
153,곡류 및 그 제품,시리얼 ,30,116.1,26.1,1.71,0.54,0,197.7,0,0,0
154,곡류 및 그 제품,과즙 시리얼,30,116.4,26.73,1.59,0.33,0,119.1,0,0,0
155,곡류 및 그 제품,벌꿀 시리얼,30,115.8,27.48,1.35,0.06,0,86.7,0,0,0
156,곡류 및 그 제품,쌀 시리얼 ,100,390,86.99,6.65,1.68,21.72,625,0,0.44,0
157,곡류 및 그 제품,아몬드 시리얼,100,426,78.18,7.3,9.29,34.79,379,0,3.39,0
158,곡류 및 그 제품,코코넛 시리얼,30,114.6,26.64,1.65,0.15,0,155.1,0,0,0
159,곡류 및 그 제품,현미 시리얼,100,394,85.33,6.8,2.79,17.24,551,0,0.73,0
160,곡류 및 그 제품,라이스크리스피 시리얼,30,111,25.98,2.04,0.18,0,297.6,0,0,0
161,곡류 및 그 제품,코코넛첵스 시리얼,30,113.3,26.64,1.65,0.15,0,155.1,0,0,0
162,곡류 및 그 제품,코코링 시리얼,100,407,85.78,6.08,4.34,40.91,232,0,3.08,0
163,곡류 및 그 제품,코코팝스 시리얼,100,407,85.78,6.08,4.34,40.91,232,0,3.08,0
164,곡류 및 그 제품,콘첵스 시리얼,100,378,88.05,5.11,0.59,39.55,434,0,0.17,0
165,곡류 및 그 제품,하니팝스 시리얼,30,114.9,27.48,1.35,0.06,0,86.7,0,0,0
166,곡류 및 그 제품,후르트링 시리얼,30,114.6,26.73,1.59,0.33,0,119.1,0,0,0
167,곡류 및 그 제품,아몬드푸레이크 시리얼,100,426,78.18,7.3,9.29,34.79,379,0,3.39,0
168,곡류 및 그 제품,현미푸레이크 시리얼 ,100,394,85.33,6.8,2.79,17.24,551,0,0.73,0
169,곡류 및 그 제품,콘푸로스트 시리얼 ,100,378,88.05,5.11,0.59,39.55,434,0,0.17,0
170,곡류 및 그 제품,콘칩 ,100,538,56.9,6.17,33.36,0.27,514,0,4.33,0
171,곡류 및 그 제품,팝콘 ,100,536,57.6,7.6,30.6,0,784,0,0,0
172,곡류 및 그 제품,콘샐러드 ,100,104,22.4,3.2,0.2,0,330,0,0,0
173,곡류 및 그 제품,옥수수묵 ,100,55,12.6,1.1,0,0,28,0,0,0
174,곡류 및 그 제품,옥수수 통조림(가당) ,100,91,18.3,2.3,1,0,244,0,0,0
175,곡류 및 그 제품,옥수수 통조림(홀커넬) ,100,82,17.8,2.3,0.5,7.3,210,0,-0.06,0
176,곡류 및 그 제품,찰옥수수,100,108,25.4,6.6,1.4,0,1,0,0,0
177,곡류 및 그 제품,옥수수죽,100,86,8.6,2,4.8,0,280,0,0,0
178,곡류 및 그 제품,우동,200,168,34.8,4.8,0.4,0,1470,0,0,0
179,곡류 및 그 제품,울면,200,860,118.6,26.4,31,0,1604,0,0,0
180,곡류 및 그 제품,율무 죽 ,100,42,9.5,0.5,0.4,0,0,0,0,0
181,곡류 및 그 제품,이유식,40,170.4,26.28,6.16,4.64,0,0,0,0,0
182,곡류 및 그 제품,잣 죽 ,100,28,5,0.7,0.9,0,126,0,0,0
183,곡류 및 그 제품,참치죽 ,350,161,29.4,9.8,0.35,0,0,0,0,0
184,곡류 및 그 제품,팥죽,100,117,24.4,3.9,0.4,0,132,0,0,0
185,곡류 및 그 제품,호박죽,350,220.5,2.1,3.85,1.4,0,763,0,0,0
186,곡류 및 그 제품,백미 즉석밥,100,144,33.59,2.11,0.28,1.04,1,0,0.11,0
187,곡류 및 그 제품,오곡 즉석밥,100,150,33.76,2.83,0.38,0.03,159,0,0.13,0
188,곡류 및 그 제품,참깨 엿강정 ,100,538,45.4,15,32.9,0,81,0,0,0
189,곡류 및 그 제품,참깨 죽 ,100,35,5.9,1,1.2,0,120,0,0,0
190,곡류 및 그 제품,검정깨 찹쌀 과자 ,100,475,48.3,13.8,25.2,0,17,0,0,0
191,곡류 및 그 제품,송화 ,100,343,76.1,4.4,2.3,0,29,0,0,0
192,곡류 및 그 제품,산자 ,100,417,75.6,2,11.8,0,28,0,0,0
193,곡류 및 그 제품,유과 ,100,411,77.49,1.96,10.37,14.72,18,0,1.72,0
194,곡류 및 그 제품,전병 ,100,446,79.6,7.8,10.7,0,144,0,0,0
195,곡류 및 그 제품,경단,100,237,51.1,4.1,1.8,0,185,0,0,0
196,곡류 및 그 제품,모듬찰떡 ,100,223,47.4,5.7,1.2,0,237,0,0,0
197,곡류 및 그 제품,약식 ,100,244,52.3,3.7,2.2,0,289,0,0,0
198,곡류 및 그 제품,인절미,100,231,49.69,5.52,1.15,2.81,337,0,0.23,0
199,곡류 및 그 제품,팥 인절미,100,202,44.8,4.2,0.9,0,269,0,0,0
200,곡류 및 그 제품,찰시루떡 ,100,181,37.63,6.63,0.41,1.22,182,0,0.13,0
201,곡류 및 그 제품,찹쌀떡 ,100,246,52.65,4.81,1.75,6.47,262,0,0.21,0
202,곡류 및 그 제품,찹쌀도우넛 ,100,296,57.1,5,5.3,0,347,0,0,0
203,곡류 및 그 제품,칼국수,100,330,74.5,9.6,0.5,0,0,0,0,0
204,곡류 및 그 제품,달걀 커스타드 ,100,105,10.7,5,4.6,0,61,0,0,0
205,곡류 및 그 제품,당근케이크,70,290.5,55.44,3.57,6.86,0,396.9,0,0,0
206,곡류 및 그 제품,콩소메,100,137,16.3,17.2,0.1,0,26200,0,0,0
207,곡류 및 그 제품,감자 크로켓 ,100,164,25.3,4.6,4.9,0,290,2,0.94,0
208,곡류 및 그 제품,채소 크로켓 ,100,264,34,3,12.9,0,477,0,0,0
209,곡류 및 그 제품,크림 크로켓,100,159,20.9,4.7,6.3,0,270,0,0,0
210,곡류 및 그 제품,커스터드 푸딩,100,126,14.7,5.5,5,13.6,67,140,1.92,0
211,곡류 및 그 제품,슈퍼슈프림 피자 ,100,233,30.4,11.3,7.3,0,583,0,0,0
212,곡류 및 그 제품,페퍼로니 피자  ,150,444,42.75,16.8,22.8,0,927,0,0,0
213,곡류 및 그 제품,디럭스 피자,150,346.5,29.85,15,18.6,0,687,0,0,0
214,곡류 및 그 제품,버섯 피자,150,348,35.4,16.35,15.6,0,816,0,0,0
215,곡류 및 그 제품,슈프림 피자,100,233,30.4,11.3,7.3,0,583,0,0,0
216,곡류 및 그 제품,스페셜디럭스 피자,150,391.5,37.2,13.95,20.7,0,819,0,0,0
217,곡류 및 그 제품,콤비네이션 피자,150,372,39.15,12.75,18.3,0,939,0,0,0
218,곡류 및 그 제품,핫도그,100,267,34.97,8.09,10.55,7.02,454,36.77,4.46,0
219,곡류 및 그 제품,햄버거,100,271,35.76,11.94,8.94,6.59,594,14.77,4.21,0
220,곡류 및 그 제품,치즈버거 ,150,454.5,44.85,22.65,20.85,0,883.5,0,0,0
221,곡류 및 그 제품,호밀빵 ,100,264,52.7,8.4,2.2,0,470,0,-0.9,0
222,감자 및 전분류,구운 감자칩,100,469,71.4,5,18.2,5.01,554,0,2.63,0
223,감자 및 전분류,튀긴 감자칩,100,565,52.5,5.5,37,0,259,0,0,0
224,감자 및 전분류,감자샐러드 ,100,143,11.17,2.68,8.2,0,529,68,1.43,0
225,감자 및 전분류,감자튀김,100,293,44.16,3.54,11.3,0.19,258,0,2.52,0
226,감자 및 전분류,해쉬브라운,100,219,28.51,2.65,11.59,0.27,15,0,0.93,0
227,감자 및 전분류,구운 감자 ,100,64,19.38,2.3,0.08,0,0,0,0.03,0
228,감자 및 전분류,삶은 감자,100,57,17.43,1.99,0.04,0,1,0,0.02,0
229,감자 및 전분류,찐 감자,100,56,17.28,1.94,0.05,0,0,0,0.02,0
230,감자 및 전분류,으깬 감자,100,83,17.57,1.91,0.57,1.48,302,2,0.3,0
231,감자 및 전분류,당조림  고구마 ,130,185.9,36.27,1.17,4.29,0,91,0,0,0
232,감자 및 전분류,당면,100,85,30.38,0.03,0.04,0,3,0,0.02,0
233,감자 및 전분류,구운 고구마,130,161.2,38.09,1.95,0.26,0,19.5,0,0,0
234,감자 및 전분류,마른 고구마 ,100,221,75.7,2.3,0.1,0,0,0,0,0
235,감자 및 전분류,생 고구마,75,98.25,23.4,1.05,0.15,0,11.25,0,0,0
236,감자 및 전분류,찐 고구마,100,93,31.3,1.5,0,0,2,0,0,0
237,감자 및 전분류,곤약 면,100,6,3,0.2,0,0,10,0,0,0
238,감자 및 전분류,판형 곤약,100,6,3.06,0.12,0.01,0,2,0,0.01,0
239,감자 및 전분류,삶은 마,100,37,10.51,1.47,0.25,2.47,1,0,0.02,0
240,감자 및 전분류,천마,100,58,19.3,1.1,0,0,7,0,0,0
241,감자 및 전분류,삶은 토란,100,56,16.28,2.17,0.18,0.46,2,0,0.05,0
242,당류 및 그 제품,감조청 ,100,201,47,3,0.1,0,12,0,0,0
243,당류 및 그 제품,풍선껌 ,100,387,96.7,0,0,0,3,0,0,0
244,당류 및 그 제품,꿀 ,100,294,79.7,0.2,0,72.6,6,0,0,0
245,당류 및 그 제품,들깨꿀 ,100,317,79,0.4,0,0,9,0,0,0
246,당류 및 그 제품,밤꿀 ,100,341,84.91,0.45,0.02,67.36,1,0,0.02,0
247,당류 및 그 제품,싸리꿀 ,100,343,85.4,0.3,0,0,0,0,0,0
248,당류 및 그 제품,아카시아꿀 ,100,346,86.49,0.12,0,74.68,0,0,0,0
249,당류 및 그 제품,잡화꿀 ,100,345,86.05,0.26,0.02,75.96,1,0,0.01,0
250,당류 및 그 제품,토종꿀 ,100,340,84.73,0.38,0.02,67.18,1,0,0.01,0
251,당류 및 그 제품,로얄제리 ,100,143,26.1,10.4,0.7,0,4,0,0,0
252,당류 및 그 제품,물엿 ,100,332,83.03,0.02,0,22.06,0,0,0,0
253,당류 및 그 제품,사탕 드롭스,100,391,97.57,0.31,0.55,42.77,44,0,0.24,0
254,당류 및 그 제품,마쉬멜로  ,100,326,79.3,2.2,0,61.2,7,0,0,0
