no,classification,foodname,serving,kcal,car,pro,fat,sugars,salt,cholesterol,sfacid,tfacid
1103,해조류,맛김 ,100,307,4.82,37.69,49.23,0.52,1299,0,4.11,0
1104,해조류,김 조림 ,2,0.74,0.25,0.09,0.01,0,0,0,0,0
1105,해조류,초밥김 ,100,151,40.9,32.7,0.8,0,120,0,0,0
1106,해조류,조선김 ,100,163,36.4,41.8,1.5,0,859,0,0,0
1107,해조류,구운 참김 ,100,174,41.7,43.3,0.9,0,491,0,0,0
1108,해조류,다시마말이 ,1,0.74,0.31,0.03,0.01,0,0,0,0,0
1109,해조류,염장 다시마 ,100,16,6,1.2,0.3,0,10854,0,0,0
1110,해조류,다시마 육수 ,100,1,0.3,0.1,0,0,31,0,0,0
1111,해조류,튀각 ,100,228,58.8,3.6,23,0,1383,0,0,0
1112,해조류,다시마,1,1.17,0.49,0.07,0.01,0,0,0,0,0
1113,해조류,건조 다시마,100,110,45.2,7.4,1.1,0,3100,0,0,0
1114,해조류,다시마 조림 ,100,51,17.5,6.3,0.7,0,0,0,0,0
1115,해조류,건조 대황,100,145,64.5,7.3,0.2,0,2900,0,0,0
1116,해조류,건조 뜸부기,100,128,52.1,6.1,2.5,0,0,0,0,0
1117,해조류,건조 매생이 ,100,125,40.6,20.6,0.5,0,0,0,0,0
1118,해조류,염장 모자반  ,100,18,5.4,3.1,0.2,0,0,0,0,0
1119,해조류,"모자반, 마른것 ",100,129,45.7,15.2,1.7,0,0,0,0,0
1120,해조류,미역  ,100,34,8.8,6,0.9,0,0,0,0,0
1121,해조류,데친 미역 ,100,35,9.3,6,0.9,0,13000,0,0,0
1122,해조류,미역 튀각 ,100,283,46.21,9.75,38.02,9.27,1038,0,5.6,0
1123,해조류,삶은 염장 미역 줄기,100,15,5.5,1.1,0.3,0,3100,0,-0.02,0
1124,해조류,삶은 미역 줄기,30,4.5,1.65,0.33,0.09,0,930,0,0,0
1125,해조류,미역 줄기,100,14,4.6,1.8,0.2,0,520,0,0,0
1126,해조류,건조 미역,100,126,36.3,20,2.9,0,6100,0,0,0
1127,해조류,건조 물미역,5,5.5,2.41,0.3,0.01,0,0,0,0,0
1128,해조류,미역(양식),100,15,5,2.1,0.2,0,0,0,0,0
1129,해조류,건조 불등풀가사리,100,147,55.7,16.5,0.6,0,0,0,0,0
1130,해조류,건조 비단풀 ,100,153,64.1,12,0.2,0,0,0,0,0
1131,해조류,건조 석묵 ,100,38,9.1,9.6,0.2,0,0,0,0,0
1132,해조류,우뭇가사리 한천 ,100,154,74.6,2.3,0.1,0,0,0,0,0
1133,해조류,우뭇가사리 우무(묵),100,2,0.8,0.1,0,0,0,0,0,0
1134,해조류,건조 진두발,100,119,53.5,2.5,1.5,0,551,0,0,0
1135,해조류,건조 청각,100,156,62.6,13.8,0.8,0,0,0,0,0
1136,해조류,건조 청태,100,180,68.7,20.7,0.3,0,530,0,0,0
1137,해조류,건조 클로렐라 ,100,174,25.7,45.3,7.2,0,0,0,0,0
1138,해조류,건조 톳,100,81,32,6.6,0.8,0,0,0,0,0
1139,해조류,톳,100,14,4,1.9,0.4,0,0,0,0,0
1140,해조류,염장건조 톳,100,135,59.7,6.2,0.8,0,0,0,0,0
1141,해조류,건조 가시파래 ,100,136,46.5,20,0.7,0,110,0,0,0
1142,해조류,건조 갈파래 ,100,129,40.1,23.1,0.5,0,0,0,0,0
1143,해조류,건조 파래,100,144,46.7,23.8,0.6,0,0,0,0,0
1144,우유 및 유제품,모유 ,100,65,7.2,1.1,3.5,6.4,15,15,1.32,0
1145,우유 및 유제품,분유(1단계) ,100,524,56.88,12.41,25.75,49.01,164,50.95,11.35,0
1146,우유 및 유제품,분유(2단계) ,100,522,56.93,12.63,25.38,49,171,53.05,11.34,0
1147,우유 및 유제품,분유(3단계) ,100,491,56.04,16.91,20.65,43.85,185,61.33,9.35,0
1148,우유 및 유제품,분유(전지) ,100,514,39.07,25.46,27.32,38.63,322,83.8,18.02,0
1149,우유 및 유제품,분유(탈지) ,100,364,53.16,33.88,0.97,46.17,432,26.15,0.63,0
1150,우유 및 유제품,산양유 ,100,62,4.03,3.16,3.62,3.48,40,16.47,2.47,0
1151,우유 및 유제품,샤베트 ,100,127,28.7,0.9,1,0,13,1,0.77,0
1152,우유 및 유제품,아이스밀크 ,100,167,23.9,3.4,6.4,0,75,18,4.64,0
1153,우유 및 유제품,아이스크림(유지방 12%) ,100,212,22.4,3.5,12,17,80,32,-6.96,0
1154,우유 및 유제품,아이스크림(딸기맛) ,100,192,27.6,3.2,8.4,4.43,60,29,5.19,0
1155,우유 및 유제품,아이스크림(바닐라맛) ,100,185,22.25,4.98,7.83,17.3,70,28.77,5.26,0
1156,우유 및 유제품,아이스크림(소프트 바닐라맛) ,100,207,23.6,3.5,11,21.22,80,44,6.79,0
1157,우유 및 유제품,아이스크림(초콜렛맛) ,100,216,28.2,3.8,11,25.36,76,34,6.8,0
1158,우유 및 유제품,연유(가당) ,100,382,66.3,7.76,7.84,51.88,101,26.95,5.18,0
1159,우유 및 유제품,연유(무가당) ,100,129,13.12,5.56,5.73,5.05,87,2.39,2.51,0
1160,우유 및 유제품,요구르트,100,69,15.23,1.29,0.02,12.49,17,0.59,0.02,0
1161,우유 및 유제품,요구르트(딸기맛) ,100,99,15.53,2.95,2.46,14.46,41,8.15,1.57,0
1162,우유 및 유제품,요구르트(무가당) ,100,69,3.36,5.18,3.84,4.59,46,13.64,2.46,0
1163,우유 및 유제품,요구르트(가당) ,100,96,15.5,3.2,2.5,0,55,4,0,0
1164,우유 및 유제품,우유 ,100,66,5.53,3.08,3.32,4.12,36,9.69,2.17,0
1165,우유 및 유제품,우유(고지방),200,146,10.4,7,8.4,0,110,0,0,0
1166,우유 및 유제품,우유(고칼슘) ,100,64,6.53,2.98,2.77,3.85,37,14.61,1.87,0
1167,우유 및 유제품,우유(딸기맛) ,100,71,12.34,2.29,1.12,8.13,30,5.47,0.75,0
1168,우유 및 유제품,우유(바나나맛) ,100,93,13.13,2.63,3.02,9.18,34,11.91,2.03,0
1169,우유 및 유제품,우유(저지방) ,100,42,4.86,3.43,0.9,3.59,37,9.1,0.59,0
1170,우유 및 유제품,우유(초코맛) ,100,74,12.14,2.61,1.41,8.16,32,5.51,0.93,0
1171,우유 및 유제품,우유(커피맛) ,100,64,9.82,2.44,1.38,6.86,29,6.78,0.9,0
1172,우유 및 유제품,우유(탈지) ,200,66,9.4,6.8,0.2,0,100,6,0,0
1173,우유 및 유제품,가공 치즈 ,20,64,1.1,3.66,4.84,0,226.8,15.6,0,0
1174,우유 및 유제품,모짜렐라 치즈,100,286,5.39,28.02,16.89,0.9,424,62.85,11.23,0
1175,우유 및 유제품,자연 치즈 ,20,65.2,0.34,5.26,4.56,0,62,0,0,0
1176,우유 및 유제품,체다 치즈 ,100,294,6.17,18.76,21.3,0.24,928,64.62,14.46,0
1177,우유 및 유제품,카테지 치즈,100,105,1.9,13.3,4.5,0.5,400,20,2.73,0
1178,우유 및 유제품,크림 치즈  ,100,350,5.52,6.15,34.44,3.76,314,101,20.21,0
1179,우유 및 유제품,파마산 치즈 ,100,420,13.91,28.42,27.84,0.07,1804,86,15.37,0
1180,우유 및 유제품,치즈,20,67,0.2,4,5.6,0,193.2,0,0,0
1181,우유 및 유제품,크림(유지방 38%) ,100,380,3.1,2,39.2,0,21,0,0,0
1182,우유 및 유제품,휘핑크림,100,400,4.7,2,40.7,0,62,0,0,0
1183,음료 및 주류,결명자차,100,391,67,19.8,4.9,0,5,0,0,0
1184,음료 및 주류,구기자차,100,384,57.2,14.6,10.7,0,162,0,0,0
1185,음료 및 주류,구절초차 ,100,345,72.1,11.1,1.3,0,46,0,0,0
1186,음료 및 주류,국화차 ,100,358,69.9,14.5,2.3,0,54,0,0,0
1187,음료 및 주류,녹차(안동),100,329,63.3,16.8,1,0,26,0,0,0
1188,음료 및 주류,녹차(보성) ,100,388,64.17,26.66,2.73,0,10,0,0.66,0
1189,음료 및 주류,다래나무순차,100,1,0.1,0.1,0,0,7,0,0,0
1190,음료 및 주류,대추차 ,100,75,17.75,0.12,0.44,12.4,30,0,0.04,0
1191,음료 및 주류,도라지차  ,100,22,5.1,0.3,0,0,7,0,0,0
1192,음료 및 주류,돌복숭아주(알코올 13%) ,100,35,7.2,0.1,0.6,0,69,0,0,0
1193,음료 및 주류,둥글레차,100,1,0.27,0,0.01,0,0,0,0,0
1194,음료 및 주류,드라이진(알코올 47%) ,100,284,0.1,0,0,0,0,0,0,0
1195,음료 및 주류,럼(알코올 40%) ,100,240,0.1,0,0,0,3,0,0,0
1196,음료 및 주류,레몬에이드 ,100,38,9.56,0,0,8.71,1,0,0,0
1197,음료 및 주류,마늘쑥음료,200,196,48.2,2.2,0,0,0,0,0,0
1198,음료 및 주류,마늘호박음료,200,150,36.8,1.6,0.2,0,0,0,0,0
1199,음료 및 주류,막걸리(알코올 6%) ,100,54,1.56,0.98,0.15,0.52,3,0,0.06,0
1200,음료 및 주류,매실주(알코올 13%) ,100,156,20.7,0.1,0,0,4,0,0,0
1201,음료 및 주류,맥주(알코올 4.5%) ,100,46,3.27,0.21,0.01,0.17,2,0,0,0
1202,음료 및 주류,흑맥주(알코올 4.2%) ,100,46,3.6,0.4,0,0,3,0,0,0
1203,음료 및 주류,생맥주,355,131.35,11.01,1.77,0,0,31.95,0,0,0
1204,음료 및 주류,합성맥주,355,131.35,9.94,0.71,0,0,0,0,0,0
1205,음료 및 주류,보드카(알코올 50%),100,240,0,0,0,0,0,0,0,0
1206,음료 및 주류,보리차,100,0,0.07,0,0,0,1,0,0,0
1207,음료 및 주류,브랜디(알코올 40%) ,100,237,0,0,0,0,4,0,0,0
1208,음료 및 주류,사과차,100,167,41.6,0.1,0,0,34,0,0,0
1209,음료 및 주류,산채발효음료,100,28,5.67,0.99,0.11,1.88,27,0,0.02,0
1210,음료 및 주류,상지차,100,360,78.6,6,2.4,0,7,0,0,0
1211,음료 및 주류,생강음료,200,106,24.4,0.8,0.6,0,0,0,0,0
1212,음료 및 주류,샴페인(알코올 6%) ,100,45,0.5,0,0,0,0,0,0,0
1213,음료 및 주류,쉐이크(딸기맛) ,100,113,18.9,3.4,2.8,0,83,11,1.73,0
1214,음료 및 주류,쉐이크(바닐라맛) ,100,148,19.59,3.37,6.52,13.63,81,23,3.96,0
1215,음료 및 주류,쉐이크(초콜렛맛) ,100,119,21.15,3.05,2.7,20.85,111,11,1.68,0
1216,음료 및 주류,식혜 ,100,32,7.91,0.06,0,5.94,2,0,0,0
1217,음료 및 주류,쌀음료,100,54,11.4,0.2,0.8,0,6,0,0,0
1218,음료 및 주류,쑥차 ,100,338,56.4,26.3,0.8,0,153,0,0,0
1219,음료 및 주류,알로에음료,100,37,11.09,0,0,9.21,20,0,0,0
1220,음료 및 주류,야콘차,100,98,24,0.6,0,0,33,0,0,0
1221,음료 및 주류,오가피주(알코올 13%) ,100,107,1.9,1.7,0,0,14,0,0,0
1222,음료 및 주류,오미자차 ,100,371,60.8,16.3,7,0,11,0,0,0
1223,음료 및 주류,우롱차 ,100,0,0.1,0,0,0,1,0,0,0
1224,음료 및 주류,위스키(알코올 40%) ,100,284,0.07,0.03,0,0.02,1,0,0,0
1225,음료 및 주류,유자차,100,72,18.05,0.03,0.01,13.6,6,0,0,0
1226,음료 및 주류,이온음료 ,100,37,9.16,0,0,5.64,44,0,0,0
1227,음료 및 주류,인삼차,100,394,96.7,0.9,0.4,0,23,0,0,0
1228,음료 및 주류,장군차 ,100,361,59.9,28,1,0,9,0,0,0
1229,음료 및 주류,진(알코올 37%),100,284,0.1,0,0,0,0,0,0,0
1230,음료 및 주류,청주(알코올 16%) ,100,132,4.24,0.41,0,3.29,3,0,0,0
1231,음료 및 주류,치커리차,100,369,84.6,7.3,0.2,0,175,0,0,0
1232,음료 및 주류,칠보식,100,386,83.6,9,1.7,0,3,0,0,0
1233,음료 및 주류,칵테일 데이커리,100,125,15.7,0,0,0,40,0,0,0
1234,음료 및 주류,칵테일 데킬라썬라이즈 ,100,110,11.3,0.3,0.1,0,57,0,0,0
1235,음료 및 주류,칵테일 마티니(알코올 32%) ,100,223,0.3,0,0,0,3,0,0,0
1236,음료 및 주류,칵테일 버번앤소다 ,100,105,0,0,0,0,16,0,0,0
1237,음료 및 주류,칵테일 블러드메리 ,100,17,3.5,0.5,0.1,0,224,0,0,0
1238,음료 및 주류,칵테일 스크류드라이버(알코올 6.6%) ,100,83,8.6,0.5,0,0,1,0,0,0
1239,음료 및 주류,칵테일 위스키사우어(알코올 16.8%)  ,100,149,13.17,0,0.03,0,20,0,0,0
1240,음료 및 주류,칵테일 진토닉(알코올 7.1%) ,100,78,7,0,0,0,4,0,0,0
1241,음료 및 주류,칵테일 페퍼민트(알코올 20%) ,100,302,37.6,0,0,0,4,0,0,0
1242,음료 및 주류,칵테일 피나콜라다(알코올 9.9%)  ,100,237,27.6,0.6,7.6,0,71,0,6.57,0
1243,음료 및 주류,칵테일 맨하탄,100,225,3.2,0.1,0,0,3,0,0,0
1244,음료 및 주류,커피 아메리카노,100,4,0.7,0.2,0,0,1,0,-0.01,0
1245,음료 및 주류,캔 커피 ,100,38,8.34,0.81,0.12,7.06,37,0,0.09,0
1246,음료 및 주류,믹스커피(커피믹스 12g),100,48,10.9,0.4,0.3,0,3,0,0,0
1247,음료 및 주류,커피음료,200,6,0.8,80.2,0,0,2,0,0,0
1248,음료 및 주류,레몬소다(설탕 12.3g) ,100,44,10.88,0,0,9.19,2,0,0,0
1249,음료 및 주류,사이다 ,100,40,9.98,0,0,8.81,1,0,0,0
1250,음료 및 주류,소다수 ,100,0,0,0,0,0,21,0,0,0
1251,음료 및 주류,오렌지소다(설탕 12.3g) ,100,48,12.08,0,0,10.72,3,0,0,0
1252,음료 및 주류,저칼로리콜라 ,100,2,0.29,0.11,0.03,0,8,0,0,0
1253,음료 및 주류,진저에일(설탕 12.3g) ,100,34,8.76,0,0,8.9,7,0,0,0
1254,음료 및 주류,콜라 ,100,38,9.46,0,0,9.03,2,0,0,0
1255,음료 및 주류,크림소다(설탕 12.3g) ,100,51,13.3,0,0,13.3,12,0,0,0
1256,음료 및 주류,파인애플소다(설탕 12.3g) ,100,46,11.3,0,0.1,0,7,0,0,0
1257,음료 및 주류,포도소다(설탕 12.3g) ,100,52,13.07,0,0,11.17,0,0,0,0
1258,음료 및 주류,토닉워터 ,100,34,8.8,0,0,8.8,12,0,0,0
1259,음료 및 주류,백포도주(알코올 12%) ,100,96,2.4,0.2,0,0,5,0,0,0
1260,음료 및 주류,적포도주(알코올 12%) ,100,105,4.8,0.2,0,0,6,0,0,0
1261,음료 및 주류,단포도주,65,79.95,7.93,0.06,0,0,1.95,0,0,0
1262,음료 및 주류,현미녹차,100,377,77.42,11.72,2.28,0,21,0,0.59,0
1263,음료 및 주류,레몬 홍차,100,33,8.3,0,0,0,2,0,0,0
1264,음료 및 주류,캔 홍차 ,100,30,7.3,0.1,0,0,2,0,0,0
1265,음료 및 주류,티백 홍차,100,311,51.7,20.3,2.5,0,3,0,0,0
1266,조리가공식품류,간짜장,100,127,20.6,3.4,3.4,0,418,0,0,0
1267,조리가공식품류,갈비탕,100,40,1.3,4.6,1.8,0,286,0,0,0
1268,조리가공식품류,건새우볶음,15,49.35,4.28,3.51,2.01,0,147.15,0,0,0
1269,조리가공식품류,고추잡채,100,128,13.1,5.5,6,0,414,0,0,0
1270,조리가공식품류,골뱅이무침 ,100,113,15.7,7.1,2,0,526,0,0,0
1271,조리가공식품류,곰탕,100,83,1,10,4.3,0,118,0,0,0
1272,조리가공식품류,김말이튀김,100,251,32.1,2.4,12.5,0,393,0,0,0
1273,조리가공식품류,김치김밥 ,100,138,24.3,4.4,2.6,0,458,0,0,0
1274,조리가공식품류,샐러드김밥,100,162,24.6,3.8,5.4,0,364,0,0,0
1275,조리가공식품류,소고기김밥,100,161,25,6.4,3.9,0,424,0,0,0
1276,조리가공식품류,김밥,100,158,28.8,3.6,3.2,0,417,0,0,0
1277,조리가공식품류,참치김밥,100,167,24.5,5.8,5.1,0,346,0,0,0
1278,조리가공식품류,열무김치 ,100,18,2.91,1.41,0.07,1.68,493,0,0.02,0
1279,조리가공식품류,배추김치 ,100,17,3,1,0.1,0,452,0,0,0
1280,조리가공식품류,김치찌개 ,100,61,3,3.8,3.8,0,491,0,0,0
1281,조리가공식품류,깐풍기,100,295,18.9,13.1,18.5,0,329,0,0,0
1282,조리가공식품류,깻잎장아찌 ,100,124,26,4.03,0.42,16.41,1809,0,0.06,0
1283,조리가공식품류,꼬리곰탕 ,100,110,0.7,14.6,5.4,0,109,0,0,0
1284,조리가공식품류,난자완스 ,100,173,9.6,10.8,10.2,0,352,0,0,0
1285,조리가공식품류,내장탕 ,100,78,1.9,7.8,4.3,0,334,0,0,0
1286,조리가공식품류,닭꼬치 ,100,255,19.1,16.5,12.2,0,410,0,0,0
1287,조리가공식품류,불고기덮밥,100,134,20.5,5.7,3.2,0,300,0,0,0
1288,조리가공식품류,오징어 덮밥,100,136,21.5,6.3,2.8,0,325,0,0,0
1289,조리가공식품류,제육덮밥 ,100,156,23.1,6,4.4,0,308,0,0,0
1290,조리가공식품류,참치덮밥 ,100,135,20.6,5.8,3.3,0,324,0,0,0
1291,조리가공식품류,회덮밥 ,100,137,20.7,6,3.3,0,149,0,0,0
1292,조리가공식품류,도가니탕 ,100,72,0.6,12.6,2.1,0,75,0,0,0
1293,조리가공식품류,동태찌개,100,46,1.3,5.8,2,0,322,0,0,0
1294,조리가공식품류,돼지고기볶음,100,175,9.1,11.5,10.3,0,526,0,0,0
1295,조리가공식품류,된장찌개,100,37,3.4,2.9,1.3,0,505,0,0,0
1296,조리가공식품류,떡만둣국 ,100,89,15.8,2.9,1.6,0,283,0,0,0
1297,조리가공식품류,떡볶이,100,151,30.2,3.8,1.7,0,427,0,0,0
1298,조리가공식품류,라조기,100,199,13.1,10.3,11.7,0,324,0,0,0
1299,조리가공식품류,마늘쫑무침 ,100,118,27.34,1.96,0.14,13.85,1410,0,0.04,0
1300,조리가공식품류,마파두부,100,114,5.4,7.6,6.9,0,346,0,0,0
1301,조리가공식품류,막국수,100,109,20.9,3.8,1.1,0,273,0,0,0
1302,조리가공식품류,고기만두,100,181,19.5,6.5,8.5,0,340,0,0,0
1303,조리가공식품류,군만두 ,100,274,35.2,7,11.7,0,381,0,0,0
1304,조리가공식품류,김치만두 ,100,168,23,6.2,5.7,0,376,0,0,0
1305,조리가공식품류,물만두,100,131,15.6,5.6,5.1,0,239,0,0,0
1306,조리가공식품류,만둣국 ,100,62,6.8,3.1,2.5,0,338,0,0,0
1307,조리가공식품류,멸치풋고추볶음 ,100,264,17,23.3,11.2,0,1378,0,0,0
1308,조리가공식품류,무말랭이무침,100,136,28.5,3.3,1,0,1282,0,0,0
1309,조리가공식품류,물냉면,100,69,14.1,2,0.5,0,327,0,0,0
1310,조리가공식품류,김치볶음밥 ,100,151,24,4.6,4.1,0,358,0,0,0
1311,조리가공식품류,오므라이스 ,100,162,25,4.8,4.8,0,330,0,0,0
1312,조리가공식품류,비빔국수,100,113,20,3.4,2.1,0,337,0,0,0
1313,조리가공식품류,비빔냉면,100,114,22.3,3.6,1.1,0,303,0,0,0
1314,조리가공식품류,비빔밥,100,141,23,4,3.7,0,267,0,0,0
1315,조리가공식품류,고추장불고기 삼각김밥,100,166,34.1,3.7,1.6,0,343,0,0,0
1316,조리가공식품류,숯불갈비 삼각김밥,100,161,32.5,4,1.7,0,358,0,0,0
1317,조리가공식품류,참치마요네즈 삼각김밥,100,172,32,3.9,3.2,0,282,0,0,0
1318,조리가공식품류,삼계탕,100,92,4.1,11.5,3.3,0,131,0,0,0
1319,조리가공식품류,새우튀김 ,100,308,26.3,9,17.8,0,556,0,0,0
1320,조리가공식품류,치킨샐러드,100,120,8,24.1,1.7,0,276,0,0,0
1321,조리가공식품류,선짓국 ,100,42,1.4,6.4,1.2,0,315,0,0,0
1322,조리가공식품류,소고기육개장 ,100,49,3,3.1,2.7,0,408,0,0,0
1323,조리가공식품류,소머리국밥 ,100,79,2.2,9.5,3.6,0,103,0,0,0
1324,조리가공식품류,순대 ,100,185,19.5,6.5,8.5,0,340,0,0,0
1325,조리가공식품류,순대국,100,67,2.2,5.4,4.1,0,188,0,0,0
1326,조리가공식품류,순두부찌개,100,50,1.9,3.6,3.1,0,338,0,0,0
1327,조리가공식품류,스파게티,280,1010.8,202.16,36.4,6.16,0,0,0,0,0
1328,조리가공식품류,아귀찜,400,320,22.4,42.8,5.2,0,1240,0,0,0
1329,조리가공식품류,알밥 ,100,155,29.2,3.6,2.6,0,335,0,0,0
1330,조리가공식품류,알탕,100,61,1.6,9.5,1.8,0,377,0,0,0
1331,조리가공식품류,양념장어구이,100,289,5.9,20.5,20.4,0,470,0,0,0
1332,조리가공식품류,어묵국,100,44,5.7,3.1,0.8,0,344,0,0,0
1333,조리가공식품류,연근조림,100,261,60.2,2.1,1.3,0,668,0,0,0
1334,조리가공식품류,연잎밥,100,207,47,4,0.3,0,178,0,0,0
1335,조리가공식품류,열무냉면 ,100,66,12.2,2.6,0.7,0,394,0,0,0
1336,조리가공식품류,오징어채볶음 ,100,287,41.4,18.6,4.2,0,1161,0,0,0
1337,조리가공식품류,오징어튀김 ,100,313,24.3,11.9,18.1,0,360,0,0,0
1338,조리가공식품류,유부초밥,100,165,31.26,4.32,2.51,2.11,255,0,0.45,0
1339,조리가공식품류,육회,100,153,9.4,14.9,6.2,0,299,0,0,0
1340,조리가공식품류,북어국,100,325,45,30,2.5,0,6000,0,0,0
1341,조리가공식품류,미역국 ,100,323,63.2,9.4,3.6,0,6516,0,0,0
1342,조리가공식품류,잔멸치볶음 ,100,345,26.2,31,12.6,0,1896,0,0,0
1343,조리가공식품류,잡채밥,100,136,24.5,3,2.9,0,294,0,0,0
1344,조리가공식품류,잡탕밥,100,104,14,5.9,2.7,0,281,0,0,0
1345,조리가공식품류,게살죽,100,71,13.4,2.2,0.9,0,182,0,0,0
1346,조리가공식품류,깨죽,100,64,9.9,1.7,2,0,145,0,0,0
1347,조리가공식품류,소고기버섯죽,100,72,13.6,2.3,0.9,0,158,0,0,0
1348,조리가공식품류,전복죽 ,100,74,14.3,1.6,1.2,0,164,0,0,0
1349,조리가공식품류,팥죽 ,100,83,16.3,3.1,0.6,0,171,0,0,0
1350,조리가공식품류,호박죽 ,100,74,14.9,1.2,1.1,0,155,0,0,0
1351,조리가공식품류,짜장면,100,122,20.6,3,3.1,0,368,0,0,0
1352,조리가공식품류,짜장밥,100,149,24,3,4.5,0,312,0,0,0
1353,조리가공식품류,짬뽕 ,100,69,10.1,2.8,1.9,0,400,0,0,0
1354,조리가공식품류,쫄면,100,133,24.3,4.1,2.2,0,299,0,0,0
1355,조리가공식품류,채소튀김,100,321,37.6,3.6,17.3,0,279,0,0,0
1356,조리가공식품류,청국장찌개,100,68,2.6,5.6,3.9,0,449,0,0,0
1357,조리가공식품류,광어초밥,100,151,25.8,9,1.3,0,270,0,0,0
1358,조리가공식품류,모듬초밥 ,100,154,25.5,8.5,2,0,323,0,0,0
1359,조리가공식품류,추어탕 ,100,49,2.9,3.5,2.6,0,292,0,0,0
1360,조리가공식품류,치킨 너겟,100,280,9.3,18.7,18.7,0,613,0,0,0
1361,조리가공식품류,치킨 버팔로윙,100,204,7.2,22.1,9.6,0,703,0,0,0
1362,조리가공식품류,치킨 텐더 ,100,288,14.5,17.7,17.7,0,758,0,0,0
1363,조리가공식품류,치킨 핫윙 ,100,359,14.8,20,24.4,0,911,0,0,0
1364,조리가공식품류,카레라이스,100,134,25.2,2.7,2.5,0,218,0,0,0
1365,조리가공식품류,콩국수,100,83,14,3.9,1.3,0,118,0,0,0
1366,조리가공식품류,"콩나물해장국, ",100,32,1.7,3.4,1.3,0,279,0,0,0
1367,조리가공식품류,탕수육 ,100,228,25.9,8.7,10,0,221,0,0,0
1368,조리가공식품류,팔보채리 ,100,81,3.8,8.5,3.5,0,376,0,0,0
1369,조리가공식품류,고기 채소 피자 ,150,412.5,37.65,16.95,21.6,0,832.5,0,0,0
1370,조리가공식품류,피자 ,150,213,38.85,6.15,3.6,0,0,0,0,0
1371,조리가공식품류,피자 치즈,150,402,43.5,15.6,18.45,0,670.5,0,0,0
1372,조리가공식품류,치킨슈프림 피자 ,100,250,29.6,11.9,9.3,0,483,0,0,0
1373,조리가공식품류,새우 필라프,100,175,28.2,4.5,4.9,0,349,0,0,0
1374,조리가공식품류,햄 필라프 ,100,247,15.9,3.4,18.9,0,0,0,0,0
1375,조리가공식품류,해물칼국수,100,70,13.8,2.5,0.5,0,262,0,0,0
1376,조리가공식품류,회냉면,100,114,22.2,3.2,1.4,0,276,0,0,0
